A8O17_RS05005,locus_tag.d6,start,end,strand,locus_tag.168
NZ_CP015975.1,A8O17_RS06780,1293003,1293905,+,BSU_13110
NZ_CP015975.1,A8O17_RS06785,1294256,1295353,+,BSU_13120
NZ_CP015975.1,A8O17_RS06790,1295365,1296612,+,BSU_13130
NZ_CP015975.1,A8O17_RS06795,1296738,1297163,+,BSU_13140
NZ_CP015975.1,A8O17_RS06800,1297194,1297637,-,BSU_13150
NZ_CP015975.1,A8O17_RS06805,1297780,1298190,+,BSU_13160
NZ_CP015975.1,A8O17_RS06810,1298217,1298387,+,BSU_13169
NZ_CP015975.1,A8O17_RS06815,1298437,1298907,-,BSU_13170
NZ_CP015975.1,A8O17_RS06820,1299080,1301368,-,BSU_13180
NZ_CP015975.1,A8O17_RS06825,1301784,1302743,-,BSU_13190
NZ_CP015975.1,A8O17_RS06830,1302966,1303799,+,BSU_13200
NZ_CP015975.1,A8O17_RS06835,1303830,1304594,-,BSU_13210
NZ_CP015975.1,A8O17_RS06840,1304569,1306212,-,BSU_13220
NZ_CP015975.1,A8O17_RS06845,1306199,1306798,-,BSU_13230
NZ_CP015975.1,A8O17_RS06850,1306800,1307402,-,BSU_13240
NZ_CP015975.1,A8O17_RS06855,1307713,1308399,+,BSU_13250
NZ_CP015975.1,A8O17_RS06860,1308403,1309767,+,BSU_13260
NZ_CP015975.1,A8O17_RS06865,1309764,1310444,+,BSU_13270
NZ_CP015975.1,A8O17_RS06870,1310536,1311048,+,BSU_13280
NZ_CP015975.1,A8O17_RS06875,1311131,1311268,+,BSU_13290
NZ_CP015975.1,A8O17_RS06890,1311773,1313128,+,BSU_13300
NZ_CP015975.1,A8O17_RS06895,1313171,1313503,-,BSU_13310
NZ_CP015975.1,A8O17_RS06900,1313698,1313853,+,BSU_13320
NZ_CP015975.1,A8O17_RS06905,1313941,1314123,+,BSU_13330
NZ_CP015975.1,A8O17_RS06910,1314256,1314720,+,BSU_13340
NZ_CP015975.1,A8O17_RS06915,1314735,1315856,-,BSU_13350
NZ_CP015975.1,A8O17_RS06920,1315948,1316499,+,BSU_13360
NZ_CP015975.1,A8O17_RS06925,1316527,1317339,-,BSU_13370
NZ_CP015975.1,A8O17_RS06930,1317532,1319226,+,BSU_13380
NZ_CP015975.1,A8O17_RS06935,1319239,1320252,+,BSU_13390
NZ_CP015975.1,A8O17_RS06940,1320278,1322113,-,BSU_13400
NZ_CP015975.1,A8O17_RS06945,1322117,1323052,-,BSU_13410
NZ_CP015975.1,A8O17_RS06950,1323089,1325491,-,BSU_13420
NZ_CP015975.1,A8O17_RS06955,1325672,1326337,+,BSU_13430
NZ_CP015975.1,A8O17_RS06960,1326414,1327388,+,BSU_13440
NZ_CP015975.1,A8O17_RS06965,1327652,1328407,+,BSU_13450
NZ_CP015975.1,A8O17_RS06970,1328404,1329549,+,BSU_13460
NZ_CP015975.1,A8O17_RS06975,1329560,1329754,-,BSU_13470
NZ_CP015975.1,A8O17_RS06980,1329885,1330586,-,BSU_13480
NZ_CP015975.1,A8O17_RS06985,1330757,1331653,+,BSU_13490
NZ_CP015975.1,A8O17_RS06990,1331827,1333176,+,BSU_13500
NZ_CP015975.1,A8O17_RS06995,1333321,1333476,+,BSU_13509
NZ_CP015975.1,A8O17_RS07000,1333479,1333655,+,BSU_13510
NZ_CP015975.1,A8O17_RS07005,1333698,1334720,-,BSU_13520
NZ_CP015975.1,A8O17_RS07010,1334973,1337189,+,BSU_13530
NZ_CP015975.1,A8O17_RS07015,1337186,1337683,+,BSU_13540
NZ_CP015975.1,A8O17_RS20815,1337773,1337898,+,BSU_13545
NZ_CP015975.1,A8O17_RS07025,1337932,1338993,-,BSU_13550
NZ_CP015975.1,A8O17_RS07030,1339001,1340194,-,BSU_13560
NZ_CP015975.1,A8O17_RS07035,1340527,1341306,-,BSU_13570
NZ_CP015975.1,A8O17_RS07040,1341401,1342597,+,BSU_13580
NZ_CP015975.1,A8O17_RS07045,1342821,1344038,+,BSU_13590
NZ_CP015975.1,A8O17_RS07050,1344035,1344742,+,BSU_13600
NZ_CP015975.1,A8O17_RS07055,1344700,1345329,+,BSU_13610
NZ_CP015975.1,A8O17_RS07060,1345344,1345880,+,BSU_13620
NZ_CP015975.1,A8O17_RS07065,1345921,1346241,-,BSU_13630
NZ_CP015975.1,A8O17_RS07070,1346444,1346701,+,BSU_13640
NZ_CP015975.1,A8O17_RS07075,1346787,1347218,+,BSU_13650
NZ_CP015975.1,A8O17_RS07080,1347246,1348766,-,BSU_13660
NZ_CP015975.1,A8O17_RS07085,1348959,1349396,+,BSU_13670
NZ_CP015975.1,A8O17_RS07090,1349436,1350221,-,BSU_13680
NZ_CP015975.1,A8O17_RS07095,1350193,1351005,-,BSU_13690
NZ_CP015975.1,A8O17_RS07100,1351388,1353487,-,BSU_13700
NZ_CP015975.1,A8O17_RS07105,1353852,1354895,+,BSU_13710
NZ_CP015975.1,A8O17_RS07110,1355208,1355867,+,BSU_13720
NZ_CP015975.1,A8O17_RS07115,1355860,1356309,+,BSU_13730
NZ_CP015975.1,A8O17_RS07120,1356302,1357033,+,BSU_13740
NZ_CP015975.1,A8O17_RS07125,1357051,1357548,+,BSU_13750
NZ_CP015975.1,A8O17_RS07130,1358107,1358463,-,BSU_13760
NZ_CP015975.1,A8O17_RS07135,1358632,1359378,+,BSU_13770
NZ_CP015975.1,A8O17_RS07140,1359859,1361058,+,BSU_13780
NZ_CP015975.1,A8O17_RS07145,1361074,1361301,+,BSU_13789
NZ_CP015975.1,A8O17_RS07150,1361398,1362328,+,BSU_13790
NZ_CP015975.1,A8O17_RS07160,1363011,1363301,+,BSU_13800
NZ_CP015975.1,A8O17_RS07165,1363422,1363607,-,BSU_13810
NZ_CP015975.1,A8O17_RS07170,1363773,1363967,+,BSU_13819
NZ_CP015975.1,A8O17_RS07180,1364266,1364892,+,BSU_13820
NZ_CP015975.1,A8O17_RS07185,1365010,1366347,+,BSU_13830
NZ_CP015975.1,A8O17_RS07190,1366398,1366895,+,BSU_13840
NZ_CP015975.1,A8O17_RS07195,1367131,1369044,+,BSU_13850
NZ_CP015975.1,A8O17_RS07200,1369082,1369285,-,no_equivalent
NZ_CP015975.1,A8O17_RS07205,1369451,1370542,+,BSU_13860
NZ_CP015975.1,A8O17_RS07215,1370824,1371789,+,BSU_13870
NZ_CP015975.1,A8O17_RS07220,1371852,1372718,+,BSU_13880
NZ_CP015975.1,A8O17_RS07225,1372947,1375046,+,BSU_13890
NZ_CP015975.1,A8O17_RS07230,1375144,1375410,+,BSU_13900
NZ_CP015975.1,A8O17_RS07235,1375410,1377122,+,BSU_13910
NZ_CP015975.1,A8O17_RS07240,1377213,1377452,+,BSU_13920
NZ_CP015975.1,A8O17_RS07245,1377530,1378558,+,BSU_13930
NZ_CP015975.1,A8O17_RS07250,1378573,1379253,-,BSU_13940
NZ_CP015975.1,A8O17_RS07255,1379388,1381355,+,BSU_13950
NZ_CP015975.1,A8O17_RS07260,1381493,1382359,+,BSU_13960
NZ_CP015975.1,A8O17_RS07265,1382398,1383171,-,BSU_13970
NZ_CP015975.1,A8O17_RS07270,1383508,1385622,+,BSU_13980
NZ_CP015975.1,A8O17_RS07275,1385786,1387606,+,BSU_13990
NZ_CP015975.1,A8O17_RS07280,1387617,1388798,-,BSU_14000
NZ_CP015975.1,A8O17_RS07285,1389000,1389161,-,BSU_14009
NZ_CP015975.1,A8O17_RS07290,1389365,1390276,+,BSU_14010
NZ_CP015975.1,A8O17_RS07295,1390320,1390784,-,BSU_14020
NZ_CP015975.1,A8O17_RS07300,1390910,1392202,-,BSU_14030
NZ_CP015975.1,A8O17_RS07305,1392278,1392772,-,BSU_14040
NZ_CP015975.1,A8O17_RS07310,1392829,1393689,-,BSU_14050
NZ_CP015975.1,A8O17_RS07315,1393832,1394596,+,BSU_14060
NZ_CP015975.1,A8O17_RS07320,1394897,1396627,+,BSU_14071
NZ_CP015975.1,A8O17_RS07325,1396693,1397211,+,BSU_14072
NZ_CP015975.1,A8O17_RS07330,1397307,1397855,+,BSU_14080
NZ_CP015975.1,A8O17_RS07335,1398008,1399231,+,BSU_14090
NZ_CP015975.1,A8O17_RS07345,1399877,1400116,+,BSU_14100
NZ_CP015975.1,A8O17_RS07350,1400226,1400744,+,BSU_14110
NZ_CP015975.1,A8O17_RS07355,1400878,1401075,+,BSU_14120
NZ_CP015975.1,A8O17_RS07360,1401213,1401656,+,BSU_14130
NZ_CP015975.1,A8O17_RS07365,1401805,1402686,+,BSU_14140
NZ_CP015975.1,A8O17_RS07370,1402798,1403274,+,BSU_14150
NZ_CP015975.1,A8O17_RS07375,1403264,1404157,+,BSU_14160
NZ_CP015975.1,A8O17_RS07380,1404173,1404628,+,BSU_14170
NZ_CP015975.1,A8O17_RS07385,1404733,1405443,+,BSU_14180
NZ_CP015975.1,A8O17_RS07390,1405513,1406637,+,BSU_14190
NZ_CP015975.1,A8O17_RS07395,1406699,1406944,+,BSU_14200
NZ_CP015975.1,A8O17_RS07400,1406981,1407784,-,BSU_14210
NZ_CP015975.1,A8O17_RS07405,1408021,1408563,+,BSU_14220
NZ_CP015975.1,A8O17_RS07410,1408635,1409081,+,BSU_14230
NZ_CP015975.1,A8O17_RS07415,1409547,1410122,+,BSU_14240
NZ_CP015975.1,A8O17_RS07420,1410163,1411128,-,BSU_14250
NZ_CP015975.1,A8O17_RS07425,1411265,1411864,+,BSU_14260
NZ_CP015975.1,A8O17_RS07430,1411915,1412934,+,BSU_14270
NZ_CP015975.1,A8O17_RS07435,1412952,1414244,+,BSU_14280
NZ_CP015975.1,A8O17_RS07440,1414205,1414726,+,BSU_14290
NZ_CP015975.1,A8O17_RS07445,1414726,1415199,+,BSU_14300
NZ_CP015975.1,A8O17_RS07450,1415192,1415425,+,BSU_14310
NZ_CP015975.1,A8O17_RS07455,1415649,1417406,+,BSU_14320
NZ_CP015975.1,A8O17_RS07460,1417418,1419232,+,BSU_14330
NZ_CP015975.1,A8O17_RS07465,1419342,1420037,+,BSU_14340
NZ_CP015975.1,A8O17_RS07470,1420042,1421175,+,BSU_14350
NZ_CP015975.1,A8O17_RS07475,1421176,1421868,+,BSU_14360
NZ_CP015975.1,A8O17_RS07480,1421865,1423058,+,BSU_14370
NZ_CP015975.1,A8O17_RS07485,1423338,1424093,+,BSU_14380
NZ_CP015975.1,A8O17_RS07490,1424090,1425001,+,BSU_14390
NZ_CP015975.1,A8O17_RS07495,1425016,1426923,+,BSU_14400
NZ_CP015975.1,A8O17_RS07500,1427068,1427649,+,BSU_14410
NZ_CP015975.1,A8O17_RS07505,1427683,1427952,-,BSU_14420
NZ_CP015975.1,A8O17_RS07510,1428133,1429755,+,BSU_14430
NZ_CP015975.1,A8O17_RS07515,1429812,1430723,+,BSU_14440
NZ_CP015975.1,A8O17_RS07520,1430757,1431989,-,BSU_14450
NZ_CP015975.1,A8O17_RS07525,1432099,1432233,-,BSU_14460
NZ_CP015975.1,A8O17_RS07530,1432334,1433341,-,BSU_14470
NZ_CP015975.1,A8O17_RS07535,1433625,1433903,+,BSU_14480
NZ_CP015975.1,A8O17_RS07540,1434093,1435379,+,BSU_14490
NZ_CP015975.1,A8O17_RS07545,1435395,1436228,+,BSU_14500
NZ_CP015975.1,A8O17_RS07550,1436291,1436956,+,BSU_14510
NZ_CP015975.1,A8O17_RS07555,1437111,1438844,+,BSU_14520
NZ_CP015975.1,A8O17_RS07560,1438878,1440545,-,BSU_14530
NZ_CP015975.1,A8O17_RS07565,1440551,1440760,-,BSU_14540
NZ_CP015975.1,A8O17_RS07570,1441146,1441919,+,BSU_14550
NZ_CP015975.1,A8O17_RS07575,1441955,1442509,-,BSU_14560
NZ_CP015975.1,A8O17_RS07580,1442619,1442777,-,BSU_14569
NZ_CP015975.1,A8O17_RS07585,1442991,1443662,+,BSU_14570
NZ_CP015975.1,A8O17_RS07590,1444086,1445201,+,BSU_14580
NZ_CP015975.1,A8O17_RS07595,1445205,1446182,+,BSU_14590
NZ_CP015975.1,A8O17_RS07600,1446297,1447625,+,BSU_14600
NZ_CP015975.1,A8O17_RS07605,1447630,1449042,+,BSU_14610
NZ_CP015975.1,A8O17_RS07610,1449087,1449461,-,BSU_14620
NZ_CP015975.1,A8O17_RS20430,1449880,1449999,+,BSU_14629
NZ_CP015975.1,A8O17_RS07615,1450039,1451511,-,BSU_14630
NZ_CP015975.1,A8O17_RS07620,1451696,1451962,+,BSU_14640
NZ_CP015975.1,A8O17_RS07625,1451995,1452633,-,BSU_14650
NZ_CP015975.1,A8O17_RS07630,1452873,1453061,+,BSU_14660
NZ_CP015975.1,A8O17_RS07635,1453201,1453998,+,BSU_14670
NZ_CP015975.1,A8O17_RS07640,1454024,1454452,+,BSU_14680
NZ_CP015975.1,A8O17_RS07645,1454530,1455444,-,BSU_14690
NZ_CP015975.1,A8O17_RS07650,1455796,1457361,-,BSU_14700
NZ_CP015975.1,A8O17_RS07655,1457646,1459586,+,BSU_14710
NZ_CP015975.1,A8O17_RS07660,1459576,1459845,+,BSU_14720
NZ_CP015975.1,A8O17_RS07665,1459845,1460366,+,BSU_14730
NZ_CP015975.1,A8O17_RS07670,1460363,1460656,+,BSU_14740
NZ_CP015975.1,A8O17_RS07675,1460696,1461307,-,BSU_14750
NZ_CP015975.1,A8O17_RS07680,1461580,1461768,-,BSU_14760
NZ_CP015975.1,A8O17_RS07685,1461881,1463719,+,BSU_14770
NZ_CP015975.1,A8O17_RS07690,1463776,1464093,+,BSU_14780
NZ_CP015975.1,A8O17_RS07695,1464149,1464358,-,BSU_14790
NZ_CP015975.1,A8O17_RS07700,1464441,1465070,-,BSU_14800
NZ_CP015975.1,A8O17_RS07705,1465225,1466553,+,BSU_14810
NZ_CP015975.1,A8O17_RS07710,1466557,1467042,-,BSU_14820
NZ_CP015975.1,A8O17_RS07715,1467145,1468074,+,BSU_14830
NZ_CP015975.1,A8O17_RS07720,1468172,1468453,+,BSU_14840
NZ_CP015975.1,A8O17_RS07725,1468659,1469870,+,BSU_14850
NZ_CP015975.1,A8O17_RS07730,1469945,1473391,+,BSU_14860
NZ_CP015975.1,A8O17_RS07735,1473794,1474714,-,BSU_14870
NZ_CP015975.1,A8O17_RS07740,1475069,1475986,+,BSU_14880
NZ_CP015975.1,A8O17_RS07745,1476226,1477296,+,BSU_14890
NZ_CP015975.1,A8O17_RS07750,1477329,1479197,+,BSU_14900
NZ_CP015975.1,A8O17_RS07755,1479197,1479820,+,BSU_14910
NZ_CP015975.1,A8O17_RS07760,1479823,1480155,+,BSU_14920
NZ_CP015975.1,A8O17_RS07765,1480182,1481075,+,BSU_14930
NZ_CP015975.1,A8O17_RS07770,1481107,1481469,-,BSU_14940
NZ_CP015975.1,A8O17_RS07775,1481609,1482055,+,BSU_14950
NZ_CP015975.1,A8O17_RS07780,1482139,1483179,+,BSU_14960
NZ_CP015975.1,A8O17_RS07785,1483411,1483809,+,BSU_14970
NZ_CP015975.1,A8O17_RS07790,1483825,1484064,+,BSU_14980
NZ_CP015975.1,A8O17_RS07795,1484180,1484629,+,BSU_14990
NZ_CP015975.1,A8O17_RS07800,1484684,1484956,+,BSU_15000
NZ_CP015975.1,A8O17_RS07805,1485279,1485833,+,BSU_15010
NZ_CP015975.1,A8O17_RS07810,1485838,1486323,+,BSU_15020
NZ_CP015975.1,A8O17_RS07815,1486334,1487560,-,BSU_15030
NZ_CP015975.1,A8O17_RS07820,1487741,1488523,+,BSU_15040
NZ_CP015975.1,A8O17_RS07825,1488525,1489550,+,BSU_15050
NZ_CP015975.1,A8O17_RS07830,1489567,1490814,-,BSU_15060
NZ_CP015975.1,A8O17_RS07835,1490811,1490996,-,BSU_15069
NZ_CP015975.1,A8O17_RS07840,1491024,1491542,+,BSU_15070
NZ_CP015975.1,A8O17_RS07845,1491564,1491743,+,BSU_15080
NZ_CP015975.1,A8O17_RS07850,1491889,1492470,+,BSU_15090
NZ_CP015975.1,A8O17_RS07855,1492527,1493009,-,BSU_15100
NZ_CP015975.1,A8O17_RS07860,1493169,1494065,+,BSU_15110
NZ_CP015975.1,A8O17_RS07865,1494136,1495755,+,BSU_15120
NZ_CP015975.1,A8O17_RS07870,1495881,1496312,+,BSU_15130
NZ_CP015975.1,A8O17_RS07875,1496382,1497317,+,BSU_15140
NZ_CP015975.1,A8O17_RS07880,1497357,1497710,+,BSU_15150
NZ_CP015975.1,A8O17_RS07885,1497707,1499857,+,BSU_15160
NZ_CP015975.1,A8O17_RS07895,1499974,1501914,+,BSU_15170
NZ_CP015975.1,A8O17_RS07905,1502090,1503574,+,BSU_15180
NZ_CP015975.1,A8O17_RS07915,1503686,1504660,+,BSU_15190
NZ_CP015975.1,A8O17_RS07920,1504661,1506016,+,BSU_15200
NZ_CP015975.1,A8O17_RS07925,1506077,1507177,+,BSU_15210
NZ_CP015975.1,A8O17_RS07930,1507300,1508391,+,BSU_15220
NZ_CP015975.1,A8O17_RS07935,1508423,1509334,+,BSU_15230
NZ_CP015975.1,A8O17_RS07940,1509464,1510255,+,BSU_15240
NZ_CP015975.1,A8O17_RS07945,1510252,1510947,+,BSU_15250
NZ_CP015975.1,A8O17_RS07950,1510970,1511677,+,BSU_15260
NZ_CP015975.1,A8O17_RS07955,1511695,1512060,+,BSU_15270
NZ_CP015975.1,A8O17_RS07960,1512234,1513556,+,BSU_15280
NZ_CP015975.1,A8O17_RS07965,1513592,1514740,+,BSU_15290
NZ_CP015975.1,A8O17_RS07970,1515043,1519344,+,BSU_15300
NZ_CP015975.1,A8O17_RS07975,1519539,1520468,+,BSU_15310
NZ_CP015975.1,A8O17_RS07980,1520531,1521250,+,BSU_15320
NZ_CP015975.1,A8O17_RS07985,1521390,1522172,+,BSU_15330
NZ_CP015975.1,A8O17_RS07990,1522320,1523114,+,BSU_15340
NZ_CP015975.1,A8O17_RS07995,1523316,1524596,+,BSU_15350
NZ_CP015975.1,A8O17_RS08000,1524679,1524924,+,BSU_15360
NZ_CP015975.1,A8O17_RS08005,1525087,1525923,+,BSU_15370
NZ_CP015975.1,A8O17_RS08010,1525930,1526622,+,BSU_15380
NZ_CP015975.1,A8O17_RS08015,1526619,1527074,+,BSU_15390
NZ_CP015975.1,A8O17_RS08020,1527081,1527353,+,BSU_15400
NZ_CP015975.1,A8O17_RS08025,1527414,1528187,+,BSU_15410
NZ_CP015975.1,A8O17_RS08030,1528281,1528775,+,BSU_15420
NZ_CP015975.1,A8O17_RS08035,1529117,1531882,+,BSU_15430
NZ_CP015975.1,A8O17_RS08040,1532027,1532401,+,BSU_15440
NZ_CP015975.1,A8O17_RS08045,1532504,1532968,+,BSU_15450
NZ_CP015975.1,A8O17_RS08050,1532970,1533881,+,BSU_15460
NZ_CP015975.1,A8O17_RS08055,1534064,1534609,+,BSU_15470
NZ_CP015975.1,A8O17_RS08060,1534783,1536090,+,BSU_15480
NZ_CP015975.1,A8O17_RS08065,1536236,1537150,+,BSU_15490
NZ_CP015975.1,A8O17_RS08070,1537134,1538420,+,BSU_15500
NZ_CP015975.1,A8O17_RS08075,1538417,1539511,+,BSU_15510
NZ_CP015975.1,A8O17_RS08080,1539496,1542711,+,BSU_15520
NZ_CP015975.1,A8O17_RS08085,1542708,1543478,+,BSU_15530
NZ_CP015975.1,A8O17_RS08090,1543478,1544413,+,BSU_15540
NZ_CP015975.1,A8O17_RS08095,1544382,1545101,+,BSU_15550
NZ_CP015975.1,A8O17_RS08100,1545080,1545730,+,BSU_15560
NZ_CP015975.1,A8O17_RS08105,1546142,1546843,+,BSU_15570
NZ_CP015975.1,A8O17_RS08110,1546855,1547919,+,BSU_15580
NZ_CP015975.1,A8O17_RS08115,1547968,1549116,+,BSU_15590
NZ_CP015975.1,A8O17_RS08120,1549129,1549722,+,BSU_15600
NZ_CP015975.1,A8O17_RS08125,1549821,1550594,+,BSU_15610
NZ_CP015975.1,A8O17_RS08130,1550597,1551382,+,BSU_15620
NZ_CP015975.1,A8O17_RS08135,1551363,1551851,+,BSU_15630
NZ_CP015975.1,A8O17_RS08140,1551891,1553609,-,BSU_15640
NZ_CP015975.1,A8O17_RS08145,1553725,1556397,+,BSU_15650
NZ_CP015975.1,A8O17_RS08150,1556480,1557355,+,BSU_15660
NZ_CP015975.1,A8O17_RS08155,1557432,1557701,+,BSU_15670
NZ_CP015975.1,A8O17_RS08160,1557709,1558323,+,BSU_15680
NZ_CP015975.1,A8O17_RS08165,1558327,1558530,+,BSU_15690
NZ_CP015975.1,A8O17_RS08170,1558611,1559831,+,BSU_15700
NZ_CP015975.1,A8O17_RS08175,1559828,1562245,+,BSU_15710
NZ_CP015975.1,A8O17_RS08180,1562272,1562754,+,BSU_15720
NZ_CP015975.1,A8O17_RS08185,1562759,1563712,+,BSU_15730
NZ_CP015975.1,A8O17_RS08190,1563699,1565042,+,BSU_15740
NZ_CP015975.1,A8O17_RS08195,1565046,1566137,+,BSU_15750
NZ_CP015975.1,A8O17_RS08200,1566144,1566908,+,BSU_15760
NZ_CP015975.1,A8O17_RS08205,1566902,1568848,+,BSU_15770
NZ_CP015975.1,A8O17_RS08210,1568863,1569759,+,BSU_15780
NZ_CP015975.1,A8O17_RS08215,1569764,1570417,+,BSU_15790
NZ_CP015975.1,A8O17_RS08220,1570490,1571134,+,BSU_15800
NZ_CP015975.1,A8O17_RS08225,1571206,1571286,+,BSU_15810
NZ_CP015975.1,A8O17_RS08230,1571359,1571547,-,BSU_15820
NZ_CP015975.1,A8O17_RS08235,1571824,1572186,+,BSU_15830
NZ_CP015975.1,A8O17_RS08240,1572202,1573863,+,BSU_15840
NZ_CP015975.1,A8O17_RS08245,1574002,1574664,+,BSU_15850
NZ_CP015975.1,A8O17_RS08250,1574690,1575592,+,BSU_15860
NZ_CP015975.1,A8O17_RS08255,1575570,1577618,+,BSU_15870
NZ_CP015975.1,A8O17_RS08260,1577727,1578293,+,BSU_15880
NZ_CP015975.1,A8O17_RS08265,1578307,1579308,+,BSU_15890
NZ_CP015975.1,A8O17_RS08270,1579327,1580280,+,BSU_15900
NZ_CP015975.1,A8O17_RS08275,1580273,1581013,+,BSU_15910
NZ_CP015975.1,A8O17_RS08280,1581097,1581330,+,BSU_15920
NZ_CP015975.1,A8O17_RS08285,1581470,1582219,+,BSU_15930
NZ_CP015975.1,A8O17_RS08290,1582320,1585880,+,BSU_15940
NZ_CP015975.1,A8O17_RS08295,1585900,1586889,+,BSU_15950
NZ_CP015975.1,A8O17_RS08300,1586926,1587411,-,BSU_15960
NZ_CP015975.1,A8O17_RS08305,1587588,1587920,+,BSU_15970
NZ_CP015975.1,A8O17_RS08310,1587934,1589274,+,BSU_15980
NZ_CP015975.1,A8O17_RS08315,1589380,1589652,+,BSU_15990
NZ_CP015975.1,A8O17_RS08320,1589652,1589897,+,BSU_16000
NZ_CP015975.1,A8O17_RS08325,1590019,1590405,+,BSU_16010
NZ_CP015975.1,A8O17_RS08330,1590410,1590934,+,BSU_16020
NZ_CP015975.1,A8O17_RS08335,1590931,1591662,+,BSU_16030
NZ_CP015975.1,A8O17_RS08340,1591802,1592149,+,BSU_16040
NZ_CP015975.1,A8O17_RS08345,1592292,1593140,+,BSU_16050
NZ_CP015975.1,A8O17_RS08350,1593211,1593978,+,BSU_16060
NZ_CP015975.1,A8O17_RS08355,1594010,1595740,+,BSU_16070
NZ_CP015975.1,A8O17_RS08360,1595737,1596018,+,BSU_16080
NZ_CP015975.1,A8O17_RS08365,1596191,1597348,+,BSU_16090
NZ_CP015975.1,A8O17_RS08370,1597377,1598279,+,BSU_16100
NZ_CP015975.1,A8O17_RS08375,1598340,1599233,+,BSU_16110
NZ_CP015975.1,A8O17_RS08380,1599421,1601496,+,BSU_16120
NZ_CP015975.1,A8O17_RS08385,1601572,1602879,+,BSU_16130
NZ_CP015975.1,A8O17_RS08390,1602947,1603861,+,BSU_16140
NZ_CP015975.1,A8O17_RS08395,1603874,1604419,+,BSU_16150
NZ_CP015975.1,A8O17_RS08400,1604436,1605839,+,BSU_16160
NZ_CP015975.1,A8O17_RS08405,1605879,1606658,+,BSU_16170
NZ_CP015975.1,A8O17_RS08410,1607038,1607427,+,BSU_16180
NZ_CP015975.1,A8O17_RS08415,1607427,1607879,+,BSU_16190
NZ_CP015975.1,A8O17_RS08420,1607890,1608210,+,BSU_16200
NZ_CP015975.1,A8O17_RS08425,1608256,1609866,+,BSU_16210
NZ_CP015975.1,A8O17_RS08430,1609879,1610895,+,BSU_16220
NZ_CP015975.1,A8O17_RS08435,1610879,1611640,+,BSU_16230
NZ_CP015975.1,A8O17_RS08440,1611637,1612953,+,BSU_16240
NZ_CP015975.1,A8O17_RS08445,1612956,1613399,+,BSU_16250
NZ_CP015975.1,A8O17_RS08450,1613411,1614025,+,BSU_16260
NZ_CP015975.1,A8O17_RS08455,1614038,1615501,+,BSU_16270
NZ_CP015975.1,A8O17_RS08460,1615498,1615920,+,BSU_16280
NZ_CP015975.1,A8O17_RS08465,1615942,1616736,+,BSU_16290
NZ_CP015975.1,A8O17_RS08470,1616776,1616991,+,BSU_16299
NZ_CP015975.1,A8O17_RS08475,1616988,1617410,+,BSU_16300
NZ_CP015975.1,A8O17_RS08480,1617444,1618442,+,BSU_16310
NZ_CP015975.1,A8O17_RS08485,1618432,1619568,+,BSU_16320
NZ_CP015975.1,A8O17_RS08490,1619594,1619956,+,BSU_16330
NZ_CP015975.1,A8O17_RS08495,1619971,1620630,+,BSU_16340
NZ_CP015975.1,A8O17_RS08500,1620623,1621288,+,BSU_16350
NZ_CP015975.1,A8O17_RS08505,1621303,1621572,+,BSU_16360
NZ_CP015975.1,A8O17_RS08510,1621580,1622359,+,BSU_16370
NZ_CP015975.1,A8O17_RS08515,1622359,1623441,+,BSU_16380
NZ_CP015975.1,A8O17_RS08520,1623474,1625507,+,BSU_16390
NZ_CP015975.1,A8O17_RS08525,1625507,1626607,+,BSU_16400
NZ_CP015975.1,A8O17_RS08530,1626598,1627494,+,BSU_16410
NZ_CP015975.1,A8O17_RS08535,1627496,1628569,+,BSU_16420
NZ_CP015975.1,A8O17_RS08540,1628575,1630593,+,BSU_16430
NZ_CP015975.1,A8O17_RS08545,1630615,1631085,+,BSU_16440
NZ_CP015975.1,A8O17_RS08550,1631104,1631733,+,BSU_16450
NZ_CP015975.1,A8O17_RS08555,1631730,1632230,+,BSU_16460
NZ_CP015975.1,A8O17_RS08560,1632253,1633017,+,BSU_16470
NZ_CP015975.1,A8O17_RS08565,1633046,1633549,+,BSU_16480
NZ_CP015975.1,A8O17_RS08570,1633693,1634433,+,BSU_16490
NZ_CP015975.1,A8O17_RS08575,1634535,1635416,+,BSU_16500
NZ_CP015975.1,A8O17_RS08580,1635562,1636284,+,BSU_16510
NZ_CP015975.1,A8O17_RS08585,1636286,1636843,+,BSU_16520
NZ_CP015975.1,A8O17_RS08590,1636974,1637756,+,BSU_16530
NZ_CP015975.1,A8O17_RS08595,1637760,1638569,+,BSU_16540
NZ_CP015975.1,A8O17_RS08600,1638631,1639782,+,BSU_16550
NZ_CP015975.1,A8O17_RS08605,1639789,1641057,+,BSU_16560
NZ_CP015975.1,A8O17_RS08610,1641090,1642784,+,BSU_16570
NZ_CP015975.1,A8O17_RS08615,1642893,1647206,+,BSU_16580
NZ_CP015975.1,A8O17_RS08620,1647536,1648006,+,BSU_16590
NZ_CP015975.1,A8O17_RS08625,1648041,1649156,+,BSU_16600
NZ_CP015975.1,A8O17_RS08630,1649170,1649445,+,BSU_16610
NZ_CP015975.1,A8O17_RS08635,1649447,1649749,+,BSU_16620
NZ_CP015975.1,A8O17_RS08640,1649769,1651919,+,BSU_16630
NZ_CP015975.1,A8O17_RS08645,1651916,1652194,+,BSU_16640
NZ_CP015975.1,A8O17_RS08650,1652211,1652564,+,BSU_16650
